,hour,route,boardings,alightings
108,7,Route 35,2908,2500
98,7,Route 23,2887,2629
280,13,Route 20,2882,2779
87,7,Route 12,2879,2767
137,8,Route 33,2873,2894
312,14,Route 20,2844,2886
121,8,Route 15 Express,2814,3031
353,15,Route 30,2805,2858
76,6,Route 34,2777,2812
188,10,Route 20,2760,2864
343,15,Route 20,2758,2223
329,14,Route 51,2754,2766
246,12,Route 16,2749,2864
282,13,Route 21 Express,2741,2485
64,6,Route 21,2740,1558
277,13,Route 16,2735,2869
313,14,Route 21,2728,2246
297,13,Route 51,2706,2774
439,18,Route 21,2653,3195
189,10,Route 21,2628,3004
118,8,Route 12,2627,2664
373,16,Route 17 (Route 1 Ride),2612,2651
417,17,Route 30,2604,2516
341,15,Route 17 (Route 1 Ride),2603,2455
228,11,Route 30,2581,2150
419,17,Route 33,2574,3286
135,8,Route 30,2571,2640
73,6,Route 30,2524,2188
248,12,Route 18,2516,2291
355,15,Route 33,2496,3302
345,15,Route 21 Express,2467,2568
34,5,Route 18,2459,963
293,13,Route 34,2452,2400
251,12,Route 21 Express,2438,2774
400,17,Route 12,2432,2470
371,16,Route 15 Express,2431,1906
368,16,Route 12,2426,2524
382,16,Route 26,2417,2360
281,13,Route 21,2416,2563
166,9,Route 30,2388,2629
399,17,Route 11,2384,2221
442,18,Route 23,2384,2032
259,12,Route 30,2377,2108
219,11,Route 21,2349,2011
452,18,Route 35,2319,2623
110,7,Route 37,2317,1976
311,14,Route 18,2304,2931
56,6,Route 12,2294,2277
405,17,Route 17 (Route 1 Ride),2283,2374
256,12,Route 26,2274,2124
262,12,Route 34,2260,2144
101,7,Route 26,2247,2097
403,17,Route 15 Express,2243,2639
202,10,Route 35,2232,2110
431,18,Route 12,2230,2330
123,8,Route 17 (Route 1 Ride),2223,2137
119,8,Route 13,2196,2076
247,12,Route 17 (Route 1 Ride),2192,2223
369,16,Route 13,2190,2058
169,9,Route 34,2174,2209
163,9,Route 26,2165,2016
92,7,Route 17 (Route 1 Ride),2153,2140
367,16,Route 11,2150,1957
411,17,Route 23,2148,2088
279,13,Route 18,2136,2411
231,11,Route 34,2127,2070
377,16,Route 21 Express,2115,2361
310,14,Route 17 (Route 1 Ride),2113,2023
66,6,Route 22,2096,1857
350,15,Route 26,2095,2097
414,17,Route 26,2094,2123
278,13,Route 17 (Route 1 Ride),2091,2138
275,13,Route 13,2081,2185
90,7,Route 15 Express,2065,1892
336,15,Route 12,2061,1871
198,10,Route 30,2055,2304
307,14,Route 14,2053,2628
216,11,Route 17 (Route 1 Ride),2051,2050
200,10,Route 33,2049,1737
319,14,Route 26,2043,2204
287,13,Route 26,2021,1814
244,12,Route 13,2006,1770
59,6,Route 15 Express,2004,1793
149,9,Route 12,2003,1993
306,14,Route 13,2001,1914
201,10,Route 34,1996,2023
117,8,Route 11,1995,2132
67,6,Route 23,1992,1656
187,10,Route 18,1979,2804
88,7,Route 13,1972,1724
186,10,Route 17 (Route 1 Ride),1965,1827
230,11,Route 33,1964,2205
316,14,Route 23,1951,1798
294,13,Route 35,1946,2177
168,9,Route 33,1941,2510
370,16,Route 14,1940,1709
195,10,Route 26,1940,1764
129,8,Route 23,1913,2133
97,7,Route 22,1904,1903
250,12,Route 21,1889,2109
441,18,Route 22,1889,1829
154,9,Route 17 (Route 1 Ride),1881,1937
128,8,Route 22,1861,1963
263,12,Route 35,1858,1592
482,19,Route 34,1852,2169
448,18,Route 30,1849,2225
70,6,Route 26,1845,1690
430,18,Route 11,1838,2101
96,7,Route 21 Express,1825,2107
335,15,Route 11,1817,1666
290,13,Route 30,1814,2080
182,10,Route 13,1812,1690
347,15,Route 23,1795,1784
361,15,Route 51,1794,1827
337,15,Route 13,1791,1831
381,16,Route 25,1788,1816
413,17,Route 25,1781,1548
409,17,Route 21 Express,1764,1732
102,7,Route 27,1741,1924
61,6,Route 17 (Route 1 Ride),1715,1474
132,8,Route 26,1702,1836
100,7,Route 25,1693,1685
454,18,Route 37,1681,1903
71,6,Route 27,1674,1289
292,13,Route 33,1673,1948
445,18,Route 26,1671,1824
338,15,Route 14,1662,1725
86,7,Route 11,1659,1553
79,6,Route 37,1659,1358
160,9,Route 23,1654,1693
245,12,Route 14,1653,1901
436,18,Route 17 (Route 1 Ride),1648,1796
213,11,Route 13,1644,1714
423,17,Route 37,1642,1716
378,16,Route 22,1641,1595
481,19,Route 33,1639,2277
225,11,Route 26,1596,1732
152,9,Route 15 Express,1581,1508
89,7,Route 14,1566,1417
410,17,Route 22,1564,1617
261,12,Route 33,1553,1486
273,13,Route 11,1525,1314
392,16,Route 37,1517,1396
359,15,Route 36,1514,1652
150,9,Route 13,1507,1740
222,11,Route 23,1503,1554
453,18,Route 36,1496,1253
80,6,Route 51,1489,1018
384,16,Route 28,1485,1384
447,18,Route 28,1471,1449
181,10,Route 12,1467,1406
133,8,Route 27,1466,1530
416,17,Route 28,1461,1583
192,10,Route 23,1458,1533
109,7,Route 36,1445,1217
391,16,Route 36,1443,1254
253,12,Route 23,1408,1270
242,12,Route 11,1404,1380
305,14,Route 12,1389,1390
276,13,Route 14,1386,1211
258,12,Route 28,1384,1217
243,12,Route 12,1384,1338
401,17,Route 13,1376,1494
328,14,Route 36,1354,1175
274,13,Route 12,1337,1225
461,19,Route 11,1329,1413
432,18,Route 13,1328,1351
444,18,Route 25,1326,1318
214,11,Route 14,1323,1209
352,15,Route 28,1316,1244
422,17,Route 36,1316,1571
140,8,Route 36,1301,1668
212,11,Route 12,1295,1272
402,17,Route 14,1285,1360
120,8,Route 14,1269,1061
172,9,Route 36,1266,1201
211,11,Route 11,1256,1259
315,14,Route 22,1249,1055
473,19,Route 23,1249,1561
44,5,Route 32,1231,226
415,17,Route 27,1230,1206
55,6,Route 11,1224,1224
304,14,Route 11,1217,1336
165,9,Route 28,1209,983
433,18,Route 14,1208,1458
393,16,Route 51,1203,1180
49,5,Route 37,1199,1048
191,10,Route 22,1193,1114
284,13,Route 23,1193,1326
434,18,Route 15 Express,1188,1389
183,10,Route 14,1177,1054
467,19,Route 17 (Route 1 Ride),1171,1228
39,5,Route 24,1166,439
346,15,Route 22,1163,1232
252,12,Route 22,1149,1017
234,11,Route 36,1147,1400
232,11,Route 35,1146,1260
72,6,Route 28,1143,1015
159,9,Route 22,1130,1173
69,6,Route 25,1129,1094
78,6,Route 36,1122,834
204,10,Route 36,1122,906
148,9,Route 11,1114,1155
227,11,Route 28,1111,1206
103,7,Route 28,1102,1117
180,10,Route 11,1088,1069
141,8,Route 37,1088,761
483,19,Route 35,1086,1332
265,12,Route 36,1066,1111
446,18,Route 27,1049,1058
440,18,Route 21 Express,1039,1180
271,13,Deadhead,1038,919
131,8,Route 25,1031,956
77,6,Route 35,1024,989
469,19,Route 20,1022,1283
464,19,Route 14,1021,940
164,9,Route 27,1016,1066
151,9,Route 14,1012,1257
197,10,Route 28,1007,1099
476,19,Route 26,1005,1186
320,14,Route 27,1000,1058
339,15,Route 15 Express,992,686
57,6,Route 13,971,826
289,13,Route 28,960,995
288,13,Route 27,942,897
296,13,Route 36,933,860
383,16,Route 27,930,903
321,14,Route 28,921,1019
283,13,Route 22,882,974
470,19,Route 21,859,1335
484,19,Route 36,858,1150
162,9,Route 25,855,874
349,15,Route 25,836,816
134,8,Route 28,820,924
196,10,Route 27,814,819
226,11,Route 27,809,782
471,19,Route 21 Express,794,768
221,11,Route 22,783,908
318,14,Route 25,774,780
333,15,Deadhead,769,680
58,6,Route 14,766,1020
497,20,Route 18,745,1464
490,20,Deadhead,717,831
257,12,Route 27,715,735
505,20,Route 33,711,822
240,12,Deadhead,702,783
365,16,Deadhead,693,660
302,14,Deadhead,689,710
184,10,Route 15 Express,682,822
30,5,Route 14,667,305
351,15,Route 27,658,701
28,5,Route 12,641,487
286,13,Route 25,617,616
46,5,Route 34,590,31
194,10,Route 25,580,608
224,11,Route 25,559,561
510,21,Deadhead,547,568
53,6,Deadhead,544,438
65,6,Route 21 Express,530,25
479,19,Route 30,508,1029
465,19,Route 15 Express,493,600
515,22,Deadhead,478,487
501,20,Route 23,471,630
255,12,Route 25,449,435
209,11,Deadhead,449,439
394,16,Route 53,446,439
519,23,Deadhead,421,422
425,17,Route 53,413,401
25,5,Deadhead,407,294
236,11,Route 53,400,415
206,10,Route 53,399,351
174,9,Route 53,388,367
33,5,Route 17 (Route 1 Ride),387,311
495,20,Route 16,375,531
27,5,Route 11,343,58
362,15,Route 53,341,318
112,7,Route 53,339,428
456,18,Route 53,327,373
502,20,Route 24,324,577
146,9,Deadhead,317,312
327,14,Route 35s,309,310
32,5,Route 16,308,73
459,19,Deadhead,304,348
330,14,Route 53,303,330
264,12,Route 35s,295,257
81,6,Route 53,286,184
267,12,Route 53,285,293
84,7,Deadhead,285,266
462,19,Route 12,281,414
298,13,Route 53,281,308
171,9,Route 35s,276,160
397,17,Deadhead,275,211
143,8,Route 53,262,277
47,5,Route 35,260,51
295,13,Route 35s,239,245
457,18,Strategic,221,193
492,20,Route 11,217,423
486,19,Route 53,217,229
358,15,Route 35s,212,235
178,10,Deadhead,204,196
0,0,Deadhead,192,229
233,11,Route 35s,186,184
494,20,Route 14,180,396
500,20,Route 21 Express,178,179
115,8,Deadhead,176,154
203,10,Route 35s,173,296
424,17,Route 51,169,172
303,14,Maintenance,165,156
360,15,Route 37,153,39
1,0,Maintenance,152,160
478,19,Route 28,152,305
395,16,Strategic,150,109
14,4,Deadhead,148,142
511,21,Maintenance,145,153
390,16,Route 35s,145,136
428,18,Deadhead,141,160
504,20,Route 32,132,427
463,19,Route 13,132,250
7,2,Deadhead,131,191
426,17,Strategic,117,91
36,5,Route 21,111,19
472,19,Route 22,111,307
29,5,Route 13,111,95
334,15,Maintenance,106,93
4,1,Deadhead,104,122
460,19,Maintenance,97,102
272,13,Maintenance,95,110
210,11,Maintenance,91,90
516,22,Maintenance,88,91
241,12,Maintenance,85,92
475,19,Route 25,81,380
51,5,Strategic,79,75
179,10,Maintenance,79,85
54,6,Maintenance,78,69
521,23,Strategic,72,74
398,17,Maintenance,71,56
147,9,Maintenance,69,60
366,16,Maintenance,67,67
506,20,Route 35,66,215
144,8,Strategic,66,62
8,2,Maintenance,63,70
26,5,Maintenance,58,52
520,23,Maintenance,57,56
429,18,Maintenance,57,69
116,8,Maintenance,57,53
113,7,Strategic,57,49
455,18,Route 51,55,54
488,19,Strategic,54,60
11,3,Deadhead,53,87
82,6,Strategic,50,42
496,20,Route 17 (Route 1 Ride),49,120
85,7,Maintenance,45,43
363,15,Strategic,43,29
31,5,Route 15 Express,42,24
331,14,Strategic,42,22
40,5,Route 26,41,18
37,5,Route 22,40,40
299,13,Strategic,38,28
24,4,Strategic,38,40
43,5,Route 30,37,21
489,19,Training,36,39
487,19,Special,35,44
175,9,Strategic,33,31
237,11,Strategic,30,35
491,20,Maintenance,27,25
508,20,Strategic,26,28
268,12,Strategic,25,18
517,22,Strategic,25,25
45,5,Route 33,25,21
498,20,Route 20,24,22
38,5,Route 23,24,50
5,1,Maintenance,24,28
300,13,Training,23,33
485,19,Route 37,23,372
176,9,Training,22,18
15,4,Maintenance,22,15
207,10,Strategic,21,14
52,5,Training,20,24
41,5,Route 27,17,13
364,15,Training,17,20
48,5,Route 36,17,14
308,14,Route 15 Express,16,11
114,7,Training,16,17
17,4,Route 14,14,14
301,13,UPS,13,12
42,5,Route 28,13,11
145,8,Training,13,13
514,21,Strategic,12,14
270,12,UPS,12,11
507,20,Route 36,12,115
6,1,Strategic,10,17
35,5,Route 20,10,12
21,4,Route 24,10,12
503,20,Route 26,9,45
12,3,Maintenance,9,13
208,10,Training,9,10
2,0,Special,9,13
10,2,Strategic,9,12
238,11,Training,9,13
3,0,Strategic,8,12
239,11,UPS,7,5
83,6,Training,7,7
396,16,Training,6,8
332,14,Training,6,6
518,22,Training,6,6
477,19,Route 27,4,10
427,17,Training,4,5
269,12,Training,4,4
18,4,Route 17 (Route 1 Ride),4,7
13,3,Strategic,4,3
458,18,Training,3,7
509,20,Training,2,3
50,5,Route 51,2,4
513,21,Special,1,2
522,23,Training,1,1
177,9,UPS,1,0
22,4,Route 32,1,2
16,4,Route 11,1,1
20,4,Route 21,1,1
512,21,Route 33,0,1
499,20,Route 21,0,23
9,2,Special,0,1
493,20,Route 12,0,1
19,4,Route 18,0,1
23,4,Route 33,0,2
